Rk,School,G,Pts,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_1D,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Year
22,Western Kentucky,13,20.1,14.8,27.8,53.2,199.6,1.3,36.5,135.8,3.7,0.8,64.2,335.5,5.2,7.5,8.0,1.7,17.2,5.2,51.6,0.3,0.8,1.2,2019
23,Miami (FL),13,20.2,15.9,29.1,54.8,194.6,1.2,36.1,114.8,3.2,1.0,65.2,309.4,4.7,8.1,6.5,2.4,16.9,7.5,66.6,0.8,0.8,1.5,2019
24,Cincinnati,14,20.6,16.6,32.3,51.5,222.8,1.2,38.2,138.6,3.6,1.1,70.5,361.4,5.1,9.1,8.1,2.7,19.9,6.6,54.1,0.7,1.1,1.9,2019
25,Michigan,13,20.7,15.2,26.5,57.4,185.5,1.2,38.2,122.7,3.2,1.5,64.7,308.2,4.8,7.9,7.3,2.2,17.4,7.4,65.4,0.8,0.7,1.5,2019
26,Buffalo,13,21.3,15.8,27.1,58.5,197.8,1.4,32.8,94.4,2.9,1.2,59.8,292.2,4.9,8.1,5.8,1.5,15.3,5.2,40.4,0.8,0.8,1.6,2019
27,Kansas State,13,21.4,15.9,26.9,59.1,202.9,0.9,32.7,165.7,5.1,1.5,59.6,368.6,6.2,8.4,7.4,1.5,17.2,6.3,58.8,0.3,0.8,1.2,2019
28,UAB,14,21.6,15.5,30.0,51.7,183.6,1.6,33.8,119.9,3.5,0.9,63.8,303.5,4.8,7.0,5.9,3.4,17.1,5.8,54.1,0.9,0.5,1.4,2019
29,Tennessee,13,21.7,16.6,28.8,57.6,194.0,1.1,37.9,140.5,3.7,1.3,66.8,334.5,5.0,8.8,9.0,1.9,19.8,6.4,56.7,0.3,1.2,1.5,2019
30,Louisiana Tech,13,21.8,21.4,35.6,60.0,240.5,1.1,36.5,140.6,3.8,1.5,72.2,381.1,5.3,11.8,7.4,1.5,20.6,5.9,53.5,0.7,1.3,2.0,2019
31,Boise State,14,21.9,19.4,33.8,57.3,233.6,1.4,32.4,113.4,3.5,1.4,66.1,347.0,5.2,10.2,6.6,1.4,18.4,6.3,52.6,0.6,0.7,1.4,2019
32,California,13,21.9,23.8,37.2,64.0,264.2,1.2,35.4,126.5,3.6,1.2,72.5,390.6,5.4,11.5,8.3,1.2,21.0,7.2,68.2,0.6,0.6,1.2,2019
33,LSU,15,21.9,17.6,34.7,50.8,222.7,1.3,32.3,121.5,3.8,1.2,67.0,344.3,5.1,10.5,5.8,2.5,18.9,6.6,50.7,0.3,1.1,1.5,2019
34,Navy,13,22.3,14.9,26.4,56.6,208.3,1.5,33.3,105.9,3.2,1.0,59.7,314.2,5.3,7.8,6.5,0.8,15.2,4.4,33.7,0.8,0.9,1.7,2019
35,Arizona State,13,22.4,22.8,35.8,63.7,268.2,1.8,35.5,125.5,3.5,1.2,71.2,393.8,5.5,11.9,7.2,1.8,21.0,6.2,52.2,1.2,1.0,2.2,2019
36,Michigan State,13,22.5,18.5,31.0,59.8,207.8,1.8,33.5,114.6,3.4,0.8,64.5,322.5,5.0,9.1,6.5,1.9,17.3,6.8,64.3,0.8,0.9,1.7,2019
37,Minnesota,13,22.5,15.4,27.5,56.0,184.2,1.1,33.1,122.4,3.7,1.4,60.5,306.6,5.1,9.2,7.1,1.4,17.6,5.2,42.6,0.4,1.1,1.5,2019
38,Pitt,13,22.5,17.0,33.3,51.0,204.5,1.3,36.3,108.5,3.0,0.8,69.6,312.9,4.5,8.2,6.8,3.2,18.2,4.8,49.5,0.4,0.7,1.1,2019
39,Texas A&M,13,22.5,17.8,32.5,54.8,209.5,1.5,31.9,130.9,4.1,1.0,64.5,340.5,5.3,9.8,7.8,1.7,19.2,6.2,48.7,0.3,0.8,1.1,2019
40,Florida Atlantic,14,22.7,20.1,34.2,58.7,238.7,1.6,35.4,136.4,3.9,1.2,69.6,375.1,5.4,10.4,6.7,2.4,19.4,6.9,59.6,0.8,1.6,2.4,2019
41,Army,13,23.0,15.6,25.1,62.3,178.9,1.2,35.6,163.4,4.6,1.6,60.7,342.3,5.6,8.5,8.5,1.1,17.9,4.8,36.8,0.8,0.5,1.3,2019
42,UCF,13,23.0,17.7,33.8,52.4,199.5,1.3,42.0,146.6,3.5,1.1,75.8,346.1,4.6,9.2,8.5,2.4,20.2,7.8,70.5,0.6,1.0,1.6,2019
43,Northwestern,12,23.6,18.3,30.0,61.1,198.8,1.4,36.0,137.4,3.8,1.2,66.0,336.2,5.1,9.0,6.8,1.8,17.6,6.1,56.8,0.6,0.6,1.2,2019
44,North Carolina,13,23.7,19.5,32.4,60.1,229.6,1.4,36.2,143.8,4.0,1.5,68.5,373.5,5.4,10.3,7.2,2.0,19.5,5.6,42.7,0.5,1.1,1.5,2019
45,Indiana,13,24.4,16.8,30.3,55.6,213.7,1.5,35.2,138.8,3.9,1.3,65.5,352.5,5.4,9.0,7.5,2.8,19.1,5.3,45.5,0.8,0.5,1.3,2019
46,Virginia Tech,13,24.7,18.3,33.8,54.1,224.0,1.6,34.8,139.7,4.0,1.4,68.6,363.7,5.3,9.0,7.1,1.9,18.0,7.2,56.9,0.4,1.1,1.5,2019
47,Marshall,13,25.0,18.4,31.5,58.3,231.6,1.2,36.9,148.8,4.0,1.8,68.5,380.5,5.6,10.2,8.2,2.2,20.5,5.8,51.1,0.5,0.8,1.2,2019
48,Brigham Young,13,25.5,19.5,30.8,63.5,226.0,1.7,39.6,167.5,4.2,1.1,70.4,393.5,5.6,9.8,9.5,1.3,20.5,6.3,54.5,0.5,1.2,1.7,2019
49,Iowa State,13,25.9,21.5,33.9,63.3,229.8,1.7,35.0,139.5,4.0,1.0,68.9,369.3,5.4,9.9,8.2,0.8,18.9,5.4,47.8,0.5,0.5,1.0,2019
50,Rice,12,25.9,18.7,29.0,64.4,241.9,1.5,34.4,138.7,4.0,1.6,63.4,380.6,6.0,10.8,7.0,0.9,18.8,6.1,62.8,0.4,0.5,0.9,2019
51,Temple,13,25.9,18.6,35.0,53.2,218.9,1.6,41.5,159.1,3.8,1.5,76.5,378.0,4.9,9.5,9.3,2.8,21.6,5.3,45.8,0.9,0.6,1.5,2019
52,Western Michigan,13,25.9,22.3,33.3,67.0,238.1,1.6,38.3,181.6,4.7,1.4,71.6,419.7,5.9,11.8,8.1,1.8,22.5,6.7,59.3,0.7,1.0,1.7,2019
53,South Carolina,12,26.1,19.9,33.7,59.2,235.3,1.9,37.4,158.1,4.2,0.8,71.1,393.3,5.5,10.6,8.2,1.8,20.5,6.0,47.7,0.4,1.0,1.4,2019
54,Illinois,13,26.2,15.9,27.3,58.3,212.9,1.6,45.4,196.5,4.3,1.5,72.7,409.5,5.6,9.5,10.1,1.7,21.3,4.4,36.8,1.2,0.9,2.2,2019
55,Southern Mississippi,13,26.2,16.7,28.2,59.3,236.7,2.1,33.6,115.8,3.4,1.1,61.8,352.5,5.7,9.5,6.4,1.4,17.3,4.7,42.2,0.4,0.8,1.2,2019
56,Tulane,13,26.3,17.5,32.4,54.2,220.7,1.8,35.9,156.7,4.4,1.4,68.3,377.4,5.5,9.2,8.4,1.6,19.2,5.3,45.5,0.3,0.9,1.2,2019
57,Memphis,14,26.4,15.6,29.5,53.0,195.9,1.1,41.9,187.6,4.5,1.9,71.4,383.5,5.4,8.6,9.6,2.0,20.1,6.5,57.3,0.6,0.8,1.4,2019
58,TCU,12,26.4,16.6,30.0,55.3,199.7,1.8,33.8,138.8,4.1,1.3,63.8,338.4,5.3,7.7,6.8,1.8,16.3,5.5,47.5,0.3,1.3,1.7,2019
59,Ohio,13,26.5,19.2,32.2,59.8,237.4,1.6,35.6,166.5,4.7,1.6,67.8,403.8,6.0,9.8,9.5,1.5,20.8,5.8,52.7,0.8,0.4,1.2,2019
60,Ole Miss,12,26.5,24.0,36.2,66.4,278.3,1.7,35.0,139.1,4.0,1.3,71.2,417.3,5.9,12.3,8.7,1.4,22.3,5.5,46.8,0.5,0.8,1.3,2019
61,Oklahoma State,13,26.8,20.8,34.3,60.5,253.8,1.8,36.6,158.9,4.3,1.4,70.9,412.8,5.8,10.4,9.0,1.5,20.8,7.4,68.0,0.5,0.9,1.5,2019
62,Virginia,14,27.1,16.5,29.2,56.5,233.7,1.6,35.5,138.1,3.9,1.6,64.7,371.9,5.7,8.9,8.4,1.7,19.0,5.9,48.6,0.4,0.9,1.3,2019
63,Florida International,13,27.2,16.2,29.5,54.7,195.0,1.2,39.4,201.2,5.1,2.0,68.9,396.2,5.7,8.5,10.8,2.0,21.2,7.0,69.9,0.5,0.9,1.4,2019
64,Oklahoma,14,27.3,18.4,30.5,60.2,222.4,1.9,32.7,134.8,4.1,1.4,63.2,357.1,5.6,9.9,7.1,2.9,19.8,5.7,44.4,0.3,0.5,0.8,2019
65,Texas,13,27.5,23.5,37.0,63.4,292.5,2.2,33.6,138.9,4.1,0.9,70.6,431.5,6.1,12.6,7.7,2.2,22.5,4.9,42.6,0.5,0.9,1.5,2019
66,Florida State,13,27.8,23.7,38.8,61.1,276.7,1.5,41.2,147.5,3.6,1.4,79.9,424.2,5.3,12.5,8.1,3.2,23.8,6.7,56.7,0.8,0.6,1.4,2019
67,Nebraska,12,27.8,17.9,30.3,59.2,200.8,1.2,38.8,188.7,4.9,2.1,69.0,389.4,5.6,9.2,9.6,1.1,19.9,5.5,49.5,0.8,0.9,1.8,2019
68,Liberty,13,28.1,17.7,29.6,59.7,219.5,2.1,41.5,189.9,4.6,1.4,71.1,409.4,5.8,9.5,9.1,2.3,20.9,7.7,70.5,0.5,0.9,1.4,2019
69,Miami (OH),14,28.1,18.5,31.1,59.4,209.2,1.9,41.2,172.9,4.2,1.7,72.4,382.1,5.3,9.6,10.1,2.0,21.5,7.1,57.9,0.6,0.8,1.4,2019
70,Georgia Southern,13,28.2,18.6,31.0,60.0,242.8,2.2,35.8,136.7,3.8,1.4,66.8,379.5,5.7,9.8,7.5,1.4,18.6,4.8,46.5,0.8,0.7,1.5,2019
71,Northern Illinois,12,28.2,16.3,27.7,58.7,208.6,1.5,35.3,179.8,5.1,2.1,63.0,388.3,6.2,8.5,8.6,1.7,18.7,4.7,45.1,0.8,0.3,1.1,2019
72,Central Michigan,14,28.3,19.1,31.8,60.0,239.9,1.8,35.1,123.4,3.5,1.4,66.9,363.3,5.4,10.4,7.3,1.9,19.6,6.6,59.0,0.4,0.9,1.4,2019
73,Mississippi State,13,28.8,17.2,28.2,61.0,246.8,1.7,34.9,152.5,4.4,1.9,63.2,399.3,6.3,10.5,8.3,1.5,20.3,4.9,42.9,1.1,0.8,1.8,2019
74,West Virginia,12,28.8,19.4,30.9,62.8,239.9,1.7,41.7,160.1,3.8,1.7,72.6,400.0,5.5,10.8,10.2,1.6,22.6,6.4,59.8,0.5,0.7,1.2,2019
75,South Florida,12,28.9,16.9,27.1,62.5,189.5,1.3,46.7,208.7,4.5,2.3,73.8,398.2,5.4,7.8,12.8,2.3,22.8,6.1,54.6,1.0,1.0,2.0,2019
76,Wake Forest,13,29.1,20.8,33.4,62.2,252.8,2.0,38.6,163.7,4.2,1.2,72.0,416.5,5.8,11.4,8.3,1.1,20.8,6.5,56.7,0.9,1.1,2.0,2019
77,Duke,12,29.2,15.4,29.4,52.4,199.0,1.8,41.5,180.8,4.4,1.6,70.9,379.8,5.4,8.5,9.2,1.8,19.3,5.7,53.3,0.7,0.8,1.4,2019
78,USC,13,29.4,21.6,35.4,61.1,246.2,1.8,36.2,162.4,4.5,1.5,71.5,408.5,5.7,10.8,9.5,2.5,22.8,7.8,65.0,0.5,0.7,1.2,2019
79,Old Dominion,12,29.8,17.2,27.0,63.6,223.5,1.7,37.6,151.3,4.0,1.8,64.6,374.8,5.8,9.6,8.6,1.9,20.1,5.3,53.1,0.8,0.8,1.5,2019
80,Stanford,12,29.8,22.5,34.4,65.4,279.5,2.3,33.8,150.8,4.5,1.4,68.3,430.3,6.3,12.7,8.6,1.6,22.8,6.2,58.3,0.3,0.7,1.0,2019
81,Middle Tennessee State,12,29.9,22.6,34.5,65.5,265.3,1.9,39.3,194.0,4.9,1.6,73.8,459.3,6.2,11.5,10.7,1.0,23.2,5.7,46.6,0.8,0.7,1.4,2019
82,Fresno State,12,30.1,22.3,36.2,61.8,259.2,1.7,37.1,160.6,4.3,2.0,73.3,419.8,5.7,10.1,10.2,1.6,21.8,6.5,60.1,0.9,0.9,1.8,2019
83,North Carolina State,12,30.1,22.1,34.3,64.3,255.5,2.0,37.0,144.8,3.9,1.8,71.3,400.3,5.6,11.8,7.3,2.3,21.4,8.3,62.3,0.3,0.3,0.7,2019
84,Texas Tech,12,30.3,20.6,33.6,61.3,307.8,1.8,39.1,173.0,4.4,2.0,72.7,480.8,6.6,12.3,8.2,1.7,22.1,6.8,64.8,0.4,1.2,1.6,2019
85,Coastal Carolina,12,30.5,19.0,27.3,69.7,223.3,2.1,36.1,160.4,4.4,1.9,63.3,383.7,6.1,9.3,9.6,1.3,20.1,6.7,56.4,0.5,0.9,1.4,2019
86,Eastern Michigan,13,30.6,18.5,29.2,63.4,236.2,1.6,41.7,194.2,4.7,2.3,70.9,430.5,6.1,10.2,10.6,1.3,22.2,5.9,58.5,0.8,0.8,1.6,2019
87,Purdue,12,30.6,19.7,31.8,61.8,243.8,1.7,40.6,192.5,4.7,2.1,72.4,436.3,6.0,10.7,9.9,1.2,21.8,7.1,60.7,0.5,0.8,1.3,2019
88,South Alabama,12,30.7,17.5,27.2,64.4,216.6,1.8,43.5,192.3,4.4,1.4,70.7,408.9,5.8,10.0,9.9,1.3,21.3,6.6,57.3,0.6,0.8,1.3,2019
89,Syracuse,12,30.7,18.9,35.4,53.4,262.5,1.8,41.1,201.6,4.9,2.2,76.5,464.1,6.1,11.4,9.9,2.3,23.6,6.0,52.1,1.0,1.1,2.1,2019
90,Utah State,13,30.7,18.5,31.2,59.5,238.6,1.5,46.8,202.4,4.3,2.2,77.9,441.0,5.7,10.8,11.5,1.4,23.4,6.6,58.3,1.0,0.8,1.8,2019
91,Colorado State,12,31.2,15.3,26.3,57.9,181.6,1.6,41.1,196.0,4.8,1.9,67.4,377.6,5.6,7.6,9.9,2.3,19.8,6.3,54.2,0.6,0.5,1.1,2019
92,Tulsa,12,31.3,15.9,28.3,56.3,209.7,1.1,41.3,185.1,4.5,2.4,69.5,394.8,5.7,8.3,8.6,2.6,19.4,8.4,72.9,1.1,0.4,1.5,2019
93,Ball State,12,31.4,19.1,32.6,58.6,245.1,0.9,39.7,181.2,4.6,2.8,72.3,426.3,5.9,11.3,9.3,1.7,22.2,6.1,51.6,0.8,1.3,2.0,2019
94,Washington State,13,31.4,19.2,30.6,62.8,267.0,1.8,37.5,185.5,4.9,2.1,68.2,452.5,6.6,10.6,10.2,2.1,22.8,6.1,52.1,0.7,0.8,1.5,2019
95,Colorado,12,31.8,22.3,33.8,65.8,288.3,2.3,34.0,154.1,4.5,1.8,67.8,442.4,6.5,12.5,8.1,1.2,21.8,6.1,60.8,0.5,0.9,1.4,2019
96,Kent State,13,31.8,17.2,26.8,64.2,228.8,1.4,47.8,245.5,5.1,2.6,74.7,474.3,6.4,9.9,12.9,2.1,24.9,6.5,59.7,0.8,0.5,1.4,2019
97,Vanderbilt,12,31.8,16.7,27.1,61.5,227.8,1.9,39.2,209.2,5.3,2.1,66.3,437.0,6.6,9.2,10.8,2.0,22.0,7.5,67.8,0.4,0.5,0.9,2019
98,Hawaii,15,31.9,19.1,32.2,59.2,228.5,1.5,36.1,203.1,5.6,2.5,68.3,431.7,6.3,10.5,10.4,1.9,22.7,5.9,51.1,0.3,0.9,1.3,2019
99,Nevada,13,31.9,18.9,31.3,60.4,250.8,2.4,34.5,150.3,4.4,1.4,65.8,401.2,6.1,10.5,8.5,0.9,19.8,5.9,52.2,0.6,0.8,1.5,2019
100,San Jose State,12,31.9,17.3,28.3,61.2,211.7,1.3,47.9,232.9,4.9,2.5,76.3,444.6,5.8,9.0,12.8,1.5,23.3,8.5,73.6,0.6,1.3,1.9,2019
101,Boston College,13,32.2,22.8,35.1,65.1,285.5,2.2,40.5,193.2,4.8,1.5,75.6,478.7,6.3,12.8,9.8,1.0,23.5,5.8,41.4,0.5,0.8,1.3,2019
102,Toledo,12,32.2,19.8,31.6,62.5,257.3,1.6,40.2,218.6,5.4,2.6,71.8,475.8,6.6,11.3,9.8,1.9,23.1,5.9,52.8,0.3,0.6,0.9,2019
103,Charlotte,13,32.4,15.0,24.2,62.1,189.0,1.8,39.2,192.1,4.9,2.1,63.3,381.1,6.0,8.3,9.7,1.4,19.4,5.8,56.8,0.5,0.7,1.2,2019
104,Georgia Tech,12,32.4,16.7,27.6,60.4,207.7,1.5,44.8,215.6,4.8,2.3,72.4,423.3,5.8,8.8,11.9,1.8,22.6,5.0,43.7,0.8,0.6,1.3,2019
105,North Texas,12,32.5,19.2,31.2,61.5,222.3,1.2,40.3,189.5,4.7,2.6,71.4,411.8,5.8,10.0,9.7,2.1,21.8,4.7,38.4,0.8,0.3,1.1,2019
106,Oregon State,12,32.5,21.8,34.6,63.1,276.2,2.3,39.1,169.5,4.3,1.8,73.7,445.7,6.0,12.4,9.5,2.3,24.3,5.1,45.1,0.7,0.7,1.3,2019
107,Texas State,12,32.6,17.2,27.0,63.6,199.3,2.0,45.9,216.8,4.7,2.1,72.9,416.0,5.7,8.7,11.2,1.8,21.6,5.5,51.0,0.7,0.6,1.3,2019
108,UNLV,12,33.0,20.4,34.4,59.3,256.2,1.3,36.0,186.8,5.2,2.3,70.4,442.9,6.3,11.4,8.8,1.5,21.8,6.3,62.2,0.4,0.8,1.2,2019
109,Louisville,13,33.4,18.7,31.2,59.9,234.2,2.4,38.3,205.9,5.4,2.1,69.5,440.1,6.3,10.5,9.8,1.7,22.0,5.2,40.5,0.8,0.5,1.4,2019
110,SMU,13,33.4,22.2,36.9,60.2,288.6,2.6,40.2,156.3,3.9,1.2,77.1,444.9,5.8,12.8,8.1,2.3,23.2,7.8,74.2,0.9,0.7,1.6,2019
111,East Carolina,12,33.7,19.3,30.9,62.3,261.6,2.0,41.1,207.8,5.1,2.3,72.0,469.3,6.5,11.1,10.5,1.7,23.3,8.4,74.1,0.6,0.9,1.5,2019
112,UTSA,12,33.9,17.9,28.3,63.4,230.8,1.8,37.3,198.9,5.3,2.3,65.5,429.8,6.6,11.2,9.6,2.2,22.6,5.0,46.3,0.9,0.5,1.4,2019
113,Houston,12,34.0,20.9,34.2,61.2,288.4,2.4,34.5,179.1,5.2,2.0,68.7,467.5,6.8,11.4,8.9,1.5,21.6,7.6,68.8,0.5,0.7,1.2,2019
114,Arkansas State,13,34.2,21.5,35.5,60.7,262.8,1.8,42.8,215.1,5.0,2.5,78.3,477.9,6.1,11.9,9.8,2.4,24.2,6.0,57.5,0.5,0.9,1.5,2019
115,Maryland,12,34.7,22.0,33.8,65.2,271.3,1.9,41.5,178.4,4.3,2.3,75.3,449.7,6.0,11.9,9.7,1.4,23.0,5.9,53.3,0.5,0.8,1.3,2019
116,Troy,12,34.8,21.8,32.8,66.5,276.3,2.2,37.3,157.8,4.2,2.0,70.1,434.2,6.2,11.6,8.8,1.7,22.1,7.5,67.8,0.4,0.9,1.3,2019
117,UCLA,12,34.8,22.4,33.8,66.4,310.8,2.7,34.3,145.5,4.2,1.8,68.0,456.3,6.7,13.0,7.3,1.6,21.9,6.5,52.8,0.8,0.4,1.2,2019
118,Arizona,12,35.8,23.5,35.8,65.6,289.8,2.2,38.2,181.8,4.8,2.3,74.0,471.6,6.4,12.1,10.3,2.2,24.6,6.9,64.9,0.3,0.9,1.3,2019
119,UTEP,12,35.9,18.2,27.8,65.3,229.6,2.3,35.8,201.4,5.6,2.1,63.6,431.0,6.8,10.6,8.9,1.3,20.8,5.2,47.3,0.4,0.4,0.8,2019
120,Kansas,12,36.1,20.0,31.3,63.8,249.5,1.8,45.9,225.7,4.9,2.7,77.3,475.2,6.2,11.5,12.7,1.7,25.8,6.7,62.2,0.2,0.5,0.7,2019
121,Georgia State,13,36.2,17.7,27.8,63.5,238.8,2.1,40.2,217.8,5.4,2.5,68.1,456.6,6.7,9.7,11.0,1.4,22.0,5.0,46.0,0.6,0.7,1.3,2019
122,Akron,12,36.3,16.8,25.5,66.0,200.7,1.9,47.0,213.3,4.5,2.3,72.5,414.0,5.7,8.8,11.5,1.4,21.8,5.3,47.0,0.5,0.4,0.9,2019
123,Rutgers,12,36.7,17.4,28.6,60.9,232.5,2.1,40.8,202.2,5.0,2.4,69.3,434.7,6.3,10.5,9.8,2.5,22.8,5.5,48.4,0.3,0.5,0.8,2019
124,Arkansas,12,36.8,18.9,28.4,66.6,229.2,2.1,40.2,222.0,5.5,2.4,68.6,451.2,6.6,10.9,10.2,1.7,22.8,5.8,54.4,0.8,0.5,1.3,2019
125,New Mexico,12,37.2,21.5,34.3,62.6,321.4,2.8,37.8,164.5,4.3,1.8,72.2,485.9,6.7,11.9,8.4,2.1,22.4,6.7,58.5,0.6,0.3,0.9,2019
126,Bowling Green,12,38.6,16.5,24.8,66.7,224.3,2.0,41.8,242.8,5.8,3.0,66.5,467.2,7.0,9.5,10.3,1.7,21.5,5.3,45.5,0.7,0.6,1.3,2019
127,Louisiana-Monroe,12,38.7,17.3,28.0,61.6,230.8,2.1,44.1,252.7,5.7,2.6,72.1,483.5,6.7,8.8,13.1,1.7,23.5,6.3,53.8,0.7,0.8,1.5,2019
128,Connecticut,12,40.5,18.3,28.6,63.8,243.3,2.3,37.8,224.0,5.9,2.8,66.4,467.3,7.0,10.5,10.8,2.3,23.7,5.7,52.2,0.6,0.6,1.2,2019
129,New Mexico State,12,41.0,18.3,30.2,60.8,220.8,1.8,42.7,259.4,6.1,2.9,72.8,480.2,6.6,9.9,12.3,1.3,23.6,5.4,46.4,0.6,0.4,1.0,2019
130,Massachusetts,12,52.7,18.1,26.5,68.2,262.1,2.7,45.4,298.1,6.6,4.2,71.9,560.2,7.8,11.3,13.4,1.2,25.8,3.7,36.1,0.9,0.8,1.8,2019
1,Marshall,10,13.0,18.2,29.2,62.3,183.9,0.8,34.3,95.5,2.8,0.6,63.5,279.4,4.4,7.9,6.5,2.7,17.1,5.4,49.6,1.0,0.5,1.5,2020
2,Army,12,14.8,14.4,24.7,58.4,160.8,1.3,30.4,114.6,3.8,0.4,55.1,275.3,5.0,7.2,5.4,1.3,13.8,4.8,43.4,0.5,1.2,1.7,2020
3,Air Force,6,15.0,14.7,23.8,61.5,166.8,1.2,35.7,137.7,3.9,0.7,59.5,304.5,5.1,7.7,8.7,1.3,17.7,4.8,44.2,0.5,0.8,1.3,2020
4,Brigham Young,12,15.3,19.1,31.2,61.2,197.5,1.3,34.8,121.1,3.5,0.7,65.9,318.6,4.8,9.6,7.4,1.1,18.1,6.3,58.6,0.6,0.7,1.3,2020
5,Northwestern,9,15.9,19.4,37.4,51.9,195.3,0.9,32.8,145.9,4.5,0.6,70.2,341.2,4.9,8.9,8.7,1.4,19.0,6.0,48.1,0.6,1.6,2.1,2020
6,Iowa,8,16.0,19.9,34.4,57.8,206.1,1.1,37.9,107.6,2.8,1.0,72.3,313.8,4.3,9.8,7.3,0.6,17.6,4.9,41.4,0.9,1.4,2.3,2020
7,Ohio,3,16.7,16.7,30.7,54.3,195.3,1.0,40.3,193.7,4.8,1.0,71.0,389.0,5.5,8.7,9.3,0.7,18.7,5.7,49.7,0.3,1.7,2.0,2020
8,Cincinnati,10,16.8,18.9,35.5,53.2,213.5,0.7,35.5,114.4,3.2,1.0,71.0,327.9,4.6,9.3,7.2,2.9,19.4,5.7,55.3,0.5,1.6,2.1,2020
9,Florida Atlantic,9,17.4,16.2,29.6,54.9,188.2,1.0,37.2,154.6,4.2,0.7,66.8,342.8,5.1,8.3,8.7,0.8,17.8,5.4,51.4,0.6,0.7,1.2,2020
10,Wisconsin,7,17.4,15.7,31.1,50.5,203.7,1.7,28.7,96.1,3.3,0.3,59.9,299.9,5.0,9.4,4.0,1.9,15.3,4.1,37.3,0.6,1.1,1.7,2020
11,San Diego State,8,17.8,19.6,32.8,59.9,185.3,1.4,32.1,98.6,3.1,0.6,64.9,283.9,4.4,7.4,6.3,1.5,15.1,4.4,33.1,0.6,1.0,1.6,2020
12,Rice,5,18.8,15.4,25.8,59.7,200.8,1.0,34.2,140.8,4.1,1.0,60.0,341.6,5.7,8.2,7.6,0.6,16.4,7.0,61.4,0.6,1.2,1.8,2020
13,Alabama,13,19.4,20.9,36.0,58.1,239.2,1.2,33.9,113.1,3.3,1.2,69.9,352.2,5.0,11.0,6.8,2.1,19.9,5.8,45.5,0.8,0.9,1.7,2020
14,Notre Dame,12,19.7,18.8,32.3,58.1,230.6,1.2,29.4,113.5,3.9,1.0,61.7,344.1,5.6,9.8,6.1,1.6,17.4,6.4,59.9,0.8,0.6,1.4,2020
15,San Jose State,8,19.9,20.3,32.6,62.1,225.9,1.0,37.0,123.4,3.3,1.3,69.6,349.3,5.0,10.8,7.1,1.6,19.5,5.9,55.5,1.0,0.4,1.4,2020
16,Appalachian State,12,20.0,14.0,29.3,47.9,177.9,1.1,37.3,151.5,4.1,1.2,66.5,329.4,5.0,7.9,8.8,1.9,18.6,5.5,53.3,0.3,1.3,1.5,2020
17,Georgia,10,20.0,23.6,35.9,65.7,248.7,1.5,30.2,72.3,2.4,0.8,66.1,321.0,4.9,11.0,5.7,1.8,18.5,6.2,44.0,0.4,0.9,1.3,2020
18,Clemson,12,20.2,15.8,28.6,55.4,214.2,1.4,36.5,112.7,3.1,0.8,65.1,326.8,5.0,8.8,5.4,1.8,16.0,6.1,52.2,0.8,1.2,1.9,2020
19,Coastal Carolina,12,20.3,18.5,30.5,60.7,203.4,0.9,33.7,147.7,4.4,1.4,64.2,351.1,5.5,9.0,8.3,1.2,18.5,4.8,37.9,0.8,1.3,2.1,2020
20,Indiana,8,20.3,20.4,34.5,59.1,241.0,1.6,34.0,137.1,4.0,0.9,68.5,378.1,5.5,11.4,7.6,1.1,20.1,7.5,70.8,0.4,2.1,2.5,2020
21,Liberty,11,20.5,16.4,28.5,57.5,186.0,1.5,32.2,133.5,4.1,1.1,60.6,319.5,5.3,8.5,7.0,1.7,17.3,7.7,63.8,0.5,1.0,1.5,2020
22,West Virginia,10,20.5,15.7,25.4,61.8,159.6,1.2,37.2,131.8,3.5,1.1,62.6,291.4,4.7,6.5,7.2,2.3,16.0,6.0,51.8,0.2,1.1,1.3,2020
23,Georgia Southern,13,20.8,18.0,31.2,57.6,213.5,1.2,32.5,112.2,3.5,1.1,63.7,325.7,5.1,9.3,6.8,1.4,17.5,4.8,46.7,0.6,1.4,2.0,2020
24,Wyoming,6,21.0,18.8,29.7,63.5,202.7,1.3,36.8,125.3,3.4,1.2,66.5,328.0,4.9,8.2,8.0,1.7,17.8,6.2,51.8,1.0,0.7,1.7,2020
25,Iowa State,12,21.4,19.8,31.5,62.7,237.3,1.2,31.8,104.3,3.3,0.9,63.3,341.6,5.4,10.8,6.4,0.9,18.1,6.2,50.7,0.7,0.8,1.4,2020
26,UAB,9,21.4,16.7,31.7,52.6,173.2,1.7,34.7,137.9,4.0,0.6,66.3,311.1,4.7,8.3,7.0,2.7,18.0,4.8,46.3,0.7,0.9,1.6,2020
27,Tulsa,9,21.6,18.9,31.1,60.7,189.6,1.1,39.6,144.3,3.6,1.0,70.7,333.9,4.7,8.3,8.4,2.6,19.3,10.2,74.9,1.1,0.7,1.8,2020
